gene_id	gene_description	pathway	topic_ecosystem	category	subcategory	E1	F1	B1	D1	C1	AA
K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9] [RN:R03243]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		5.0	2.0	4.0	5.0	5.0	5.0
K04486	histidinol-phosphatase [EC:3.1.3.15] [RN:R03013]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		2.0	1.0	1.0	2.0	2.0	2.0
K01089	imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15] [RN:R03457 R03013]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		0.0	0.0	1.0	0.0	0.0	0.0
K00013	histidinol dehydrogenase [EC:1.1.1.23] [RN:R03012 R01163]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		2.0	1.0	1.0	2.0	2.0	2.0
K00618	amino-acid N-acetyltransferase [EC:2.3.1.1] [RN:R00259]	Ornithine biosynthesis, glutamate => ornithine	Organic Nitrogen	Amino Acid		1.0	1.0	2.0	1.0	1.0	1.0
K00620	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1] [RN:R00259 R02282]	Ornithine biosynthesis, glutamate => ornithine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	2.0
K00930	acetylglutamate kinase [EC:2.7.2.8] [RN:R02649]	Ornithine biosynthesis, glutamate => ornithine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38] [RN:R03443]	Ornithine biosynthesis, glutamate => ornithine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K12659	N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase [EC:1.2.1.38 2.7.2.8] [RN:R02649 R03443]	Ornithine biosynthesis, glutamate => ornithine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K00818	acetylornithine aminotransferase [EC:2.6.1.11] [RN:R02283]	Ornithine biosynthesis, glutamate => ornithine	Organic Nitrogen	Amino Acid		2.0	1.0	1.0	1.0	1.0	1.0
K00821	acetylornithine aminotransferase [EC:2.6.1.11] [RN:R02283]	Ornithine biosynthesis, glutamate => ornithine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K01438	acetylornithine deacetylase [EC:3.5.1.16] [RN:R00669]	Ornithine biosynthesis, glutamate => ornithine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00611	ornithine carbamoyltransferase [EC:2.1.3.3] [RN:R01398]	Urea cycle	Organic Nitrogen	Amino Acid		3.0	2.0	3.0	3.0	3.0	2.0
K01940	argininosuccinate synthase [EC:6.3.4.5] [RN:R01954]	Urea cycle	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	2.0
K01755	argininosuccinate lyase [EC:4.3.2.1] [RN:R01086]	Urea cycle	Organic Nitrogen	Amino Acid		2.0	1.0	1.0	2.0	2.0	2.0
K01476	arginase [EC:3.5.3.1] [RN:R00551]	Urea cycle	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K01655	homocitrate synthase [EC:2.3.3.14] [RN:R00271]	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Organic Nitrogen	Amino Acid		4.0	4.0	2.0	4.0	4.0	4.0
K17450	homoaconitase [EC:4.2.1.-] [RN:R03444]	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Organic Nitrogen	Amino Acid		2.0	2.0	1.0	2.0	2.0	2.0
K01705	homoaconitate hydratase [EC:4.2.1.36] [RN:R04371]	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Organic Nitrogen	Amino Acid	4.0	4.0	3.0	4.0	4.0	4.0
K05824	homoisocitrate dehydrogenase [EC:1.1.1.87] [RN:R01934]	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Organic Nitrogen	Amino Acid	1.0	1.0	1.0	1.0	1.0	1.0
K00838	2-aminoadipate transaminase [EC:2.6.1.39] [RN:R01939]	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Organic Nitrogen	Amino Acid	1.0	1.0	0.0	1.0	1.0	1.0
K00143	L-2-aminoadipate reductase [EC:1.2.1.95] [RN:R03098 R04863 R04390]	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00293	saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10] [RN:R02315]	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00290	saccharopine dehydrogenase, L-lysine forming [EC:1.5.1.7] [RN:R00715]	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K00290	saccharopine dehydrogenase [EC:1.5.1.7] [RN:R00715]	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K00293	saccharopine dehydrogenase [EC:1.5.1.10] [RN:R02315]	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00825	2-aminoadipate transaminase [EC:2.6.1.39] [RN:R01939]	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Organic Nitrogen	Amino Acid		0.0	0.0	2.0	0.0	0.0	0.0
K00658	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide [EC:2.3.1.61] [RN:R01933]	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4] [RN:R01933]	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Organic Nitrogen	Amino Acid		9.0	7.0	8.0	9.0	9.0	6.0
K01692	enoyl-CoA hydratase [EC:4.2.1.17] [RN:R03026]	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Organic Nitrogen	Amino Acid		2.0	2.0	0.0	2.0	2.0	1.0
K00789	S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177]	Methionine degradation	Organic Nitrogen	Amino Acid		4.0	3.0	4.0	4.0	4.0	3.0
K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Methionine degradation	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K01251	adenosylhomocysteinase [EC:3.3.1.1] [RN:R00192]	Methionine degradation	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K01697	cystathionine beta-synthase [EC:4.2.1.22] [RN:R01290]	Methionine degradation	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42] [RN:R01090]	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Organic Nitrogen	Amino Acid	3.0	2.0	2.0	3.0	3.0	3.0
K00166	2-oxoisovalerate dehydrogenase [EC:1.2.4.4] [RN:R07601 R07602]	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K00167	2-oxoisovalerate dehydrogenase [EC:1.2.4.4] [RN:R07601 R07602]	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Organic Nitrogen	Amino Acid		3.0	2.0	3.0	3.0	3.0	2.0
K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4] [RN:R07618]	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Organic Nitrogen	Amino Acid		9.0	7.0	8.0	9.0	9.0	6.0
K00249	acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04095]	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K00220	cyclohexadienyl dehydrogenase [EC:1.3.1.43] [RN:R00732]	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K01468	imidazolonepropionase [EC:3.5.2.7] [RN:R02288]	Histidine degradation, histidine => N-formiminoglutamate => glutamate	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K00207	dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2] [RN:R00978 R01415]	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	Organic Nitrogen	Amino Acid		3.0	2.0	2.0	3.0	3.0	3.0
K01431	beta-ureidopropionase [EC:3.5.1.6] [RN:R00905 R04666]	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	Organic Nitrogen	Amino Acid	4.0	3.0	3.0	4.0	4.0	4.0
K01649	2-isopropylmalate synthase [EC:2.3.3.13] [RN:R01213]	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Organic Nitrogen	Amino Acid		6.0	6.0	3.0	6.0	6.0	6.0
K01702	3-isopropylmalate dehydratase [EC:4.2.1.33] [RN:R03968 R04001]	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85] [RN:R04426]	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Organic Nitrogen	Amino Acid		6.0	6.0	3.0	6.0	6.0	6.0
K01655	homocitrate synthase [EC:2.3.3.14] [RN:R00271]	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	Organic Nitrogen	Amino Acid		4.0	4.0	2.0	4.0	4.0	4.0
K17450	homoaconitase [EC:4.2.1.- 4.2.1.36 4.2.1.114] [RN:R03444 R04371 R09720]	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	Organic Nitrogen	Amino Acid		2.0	2.0	1.0	2.0	2.0	2.0
K01705	homoaconitase [EC:4.2.1.- 4.2.1.36 4.2.1.114] [RN:R03444 R04371 R09720]	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	Organic Nitrogen	Amino Acid		4.0	4.0	3.0	4.0	4.0	4.0
K05824	homoisocitrate dehydrogenase [EC:1.1.1.87] [RN:R01934]	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00928	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		4.0	2.0	3.0	4.0	4.0	3.0
K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] [RN:R02291]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		5.0	3.0	4.0	5.0	5.0	4.0
K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid	3.0	1.0	3.0	3.0	3.0	2.0
K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8] [RN:R04198 R04199]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K05822	tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89] [RN:R04364]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid	2.0	1.0	2.0	2.0	2.0	1.0
K00841	aminotransferase [EC:2.6.1.-] [RN:R04467]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		4.0	1.0	4.0	4.0	4.0	3.0
K05823	N-acetyldiaminopimelate deacetylase [EC:3.5.1.47] [RN:R02733]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K01778	diaminopimelate epimerase [EC:5.1.1.7] [RN:R02735]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K01586	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K00928	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		4.0	2.0	3.0	4.0	4.0	3.0
K12524	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] [RN:R02291]	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid	5.0	3.0	4.0	5.0	5.0	4.0
K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		3.0	1.0	3.0	3.0	3.0	2.0
K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8] [RN:R04198 R04199]	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K01586	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K00928	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		4.0	2.0	3.0	4.0	4.0	3.0
K12524	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] [RN:R02291]	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid	5.0	3.0	4.0	5.0	5.0	4.0
K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		3.0	1.0	3.0	3.0	3.0	2.0
K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8] [RN:R04198 R04199]	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K01778	diaminopimelate epimerase [EC:5.1.1.7] [RN:R02735]	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K01586	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K00052	leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85] [RN:R00994]	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Organic Nitrogen	Amino Acid		6.0	6.0	3.0	6.0	6.0	6.0
K00130	betaine-aldehyde dehydrogenase [EC:1.2.1.8] [R02565 R02566]	Betaine biosynthesis, choline => betaine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K17989	threonine dehydratase [EC:4.3.1.19] [RN:R00996]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Organic Nitrogen	Amino Acid		2.0	2.0	2.0	2.0	2.0	2.0
K01754	threonine dehydratase [EC:4.3.1.19] [RN:R00996]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K01652	acetolactate synthase [EC:2.2.1.6] [RN:R08648]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Organic Nitrogen	Amino Acid		3.0	2.0	3.0	3.0	3.0	2.0
K01653	acetolactate synthase [EC:2.2.1.6] [RN:R08648]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00053	ketol-acid reductoisomerase [EC:1.1.1.86] [RN:R05069 R05068]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Organic Nitrogen	Amino Acid	1.0	1.0	1.0	1.0	1.0	1.0
K01687	dihydroxy-acid dehydratase [EC:4.2.1.9] [RN:R05070]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42] [RN:R02199]	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Organic Nitrogen	Amino Acid		3.0	2.0	2.0	3.0	3.0	3.0
K01647	citrate synthase [EC:2.3.3.1] [RN:R00351]	Methylaspartate cycle	Organic Nitrogen	Amino Acid		3.0	3.0	2.0	3.0	3.0	3.0
K00031	isocitrate dehydrogenase [EC:1.1.1.42] [RN:R01899 R00268]	Methylaspartate cycle	Organic Nitrogen	Amino Acid		3.0	3.0	1.0	3.0	3.0	3.0
K00261	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3] [RN:R00248]	Methylaspartate cycle	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00024	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Methylaspartate cycle	Organic Nitrogen	Amino Acid		9.0	4.0	9.0	9.0	9.0	8.0
K10037	glnP; glutamine transport system permease protein	Glutamine transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K10039	peb1A, glnH; aspartate/glutamate/glutamine transport system substrate-binding protein	Aspartate/glutamate/glutamine transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K10040	peb1B, glnP, glnM; aspartate/glutamate/glutamine transport system permease protein	Aspartate/glutamate/glutamine transport system	Transporters			4.0	2.0	4.0	4.0	4.0	2.0
K10041	peb1C, glnQ; aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]	Aspartate/glutamate/glutamine transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K02424	fliY, tcyA; L-cystine transport system substrate-binding protein	L-Cystine transport system	Transporters			5.0	2.0	5.0	5.0	5.0	3.0
K10009	tcyB, yecS; L-cystine transport system permease protein	L-Cystine transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein	Putative polar amino acid transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K02029	ABC.PA.P; polar amino acid transport system permease protein	Putative polar amino acid transport system	Transporters			7.0	3.0	7.0	7.0	7.0	4.0
K02028	ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	Putative polar amino acid transport system	Transporters			7.0	3.0	7.0	7.0	7.0	4.0
K01999	livK; branched-chain amino acid transport system substrate-binding protein	Branched-chain amino acid transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K01997	livH; branched-chain amino acid transport system permease protein	Branched-chain amino acid transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K01998	livM; branched-chain amino acid transport system permease protein	Branched-chain amino acid transport system	Transporters			2.0	0.0	2.0	2.0	2.0	2.0
K01995	livG; branched-chain amino acid transport system ATP-binding protein	Branched-chain amino acid transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K01996	livF; branched-chain amino acid transport system ATP-binding protein	Branched-chain amino acid transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K02073	ABC.MET.S; D-methionine transport system substrate-binding protein	D-Methionine transport system	Transporters			4.0	1.0	3.0	4.0	4.0	3.0
K02072	ABC.MET.P; D-methionine transport system permease protein	D-Methionine transport system	Transporters			4.0	1.0	3.0	4.0	4.0	3.0
K02071	ABC.MET.A; D-methionine transport system ATP-binding protein	D-Methionine transport system	Transporters			5.0	1.0	3.0	5.0	5.0	4.0
K02051	ABC.SN.S; sulfonate/nitrate/taurine transport system substrate-binding protein	NitT/TauT family transport system	Transporters			1.0	0.0	1.0	1.0	0.0	0.0
K02050	ABC.SN.P; sulfonate/nitrate/taurine transport system permease protein	NitT/TauT family transport system	Transporters			3.0	2.0	3.0	2.0	2.0	0.0
K02049	ABC.SN.A; sulfonate/nitrate/taurine transport system ATP-binding protein	NitT/TauT family transport system	Transporters			2.0	1.0	3.0	1.0	1.0	0.0
K05776	modF; molybdate transport system ATP-binding protein	Molybdate transport system	Transporters			1.0	1.0	1.0	1.0	1.0	1.0
K02012	ABC.FE.S; iron(III) transport system substrate-binding protein	Iron(III) transport system	Transporters			4.0	1.0	3.0	4.0	4.0	4.0
K02011	ABC.FE.P; iron(III) transport system permease protein	Iron(III) transport system	Transporters			22.0	8.0	17.0	21.0	20.0	13.0
K02055	ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein	Putative spermidine/putrescine transport system	Transporters			16.0	7.0	16.0	16.0	16.0	9.0
K02052	ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein	Putative spermidine/putrescine transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K10112	msmX; maltose/maltodextrin transport system ATP-binding protein	Maltose/maltodextrin transport system	Transporters			6.0	1.0	3.0	5.0	5.0	4.0
K10117	msmE; raffinose/stachyose/melibiose transport system substrate-binding protein	Raffinose/stachyose/melibiose transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K10112	msmX; multiple sugar transport system ATP-binding protein	Raffinose/stachyose/melibiose transport system	Transporters			6.0	1.0	3.0	5.0	5.0	4.0
K10112	msmX; multiple sugar transport system ATP-binding protein	Putative fructooligosaccharide transport system	Transporters			6.0	1.0	3.0	5.0	5.0	4.0
K05813	ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein	Putative sn-glycerol-phosphate transport system	Transporters			2.0	0.0	1.0	2.0	2.0	2.0
K05814	ugpA; sn-glycerol 3-phosphate transport system permease protein	Putative sn-glycerol-phosphate transport system	Transporters			2.0	0.0	1.0	2.0	2.0	2.0
K05815	ugpE; sn-glycerol 3-phosphate transport system permease protein	Putative sn-glycerol-phosphate transport system	Transporters			3.0	0.0	1.0	3.0	3.0	3.0
K10112	msmX; multiple sugar transport system ATP-binding protein	Putative sorbitol/mannitol transport system	Transporters			6.0	1.0	3.0	5.0	5.0	4.0
K10112	msmX; multiple sugar transport system ATP-binding protein	alpha-Glucoside transport system	Transporters			6.0	1.0	3.0	5.0	5.0	4.0
K10112	msmX; multiple sugar transport system ATP-binding protein	Cellobiose transport system	Transporters			6.0	1.0	3.0	5.0	5.0	4.0
K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein	Putative multiple sugar transport system	Transporters			5.0	1.0	3.0	5.0	5.0	3.0
K02025	ABC.MS.P; multiple sugar transport system permease protein	Putative multiple sugar transport system	Transporters			1.0	0.0	0.0	0.0	0.0	0.0
K02026	ABC.MS.P1; multiple sugar transport system permease protein	Putative multiple sugar transport system	Transporters			2.0	0.0	1.0	2.0	2.0	2.0
K10112	msmX; multiple sugar transport system ATP-binding protein	Putative multiple sugar transport system	Transporters			6.0	1.0	3.0	5.0	5.0	4.0
K02002	proX; glycine betaine/proline transport system substrate-binding protein	Glycine betaine/proline transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K02001	proW; glycine betaine/proline transport system permease protein	Glycine betaine/proline transport system	Transporters			4.0	2.0	5.0	4.0	4.0	2.0
K05845	ABC.BCP1.S; osmoprotectant transport system substrate-binding protein	Osmoprotectant transport system	Transporters			3.0	2.0	3.0	3.0	3.0	1.0
K05846	ABC.BCP1.P; osmoprotectant transport system permease protein	Osmoprotectant transport system	Transporters			7.0	3.0	7.0	7.0	7.0	4.0
K05847	ABC.BCP1.A; osmoprotectant transport system ATP-binding protein	Osmoprotectant transport system	Transporters			4.0	3.0	4.0	4.0	4.0	2.0
K02069	ABC.X2.P; putative ABC transport system permease protein	Putative ABC transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K02068	ABC.X2.A; putative ABC transport system ATP-binding protein	Putative ABC transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K02057	ABC.SS.P; simple sugar transport system permease protein	Putative simple sugar transport system	Transporters			4.0	2.0	4.0	4.0	4.0	2.0
K02040	pstS; phosphate transport system substrate-binding protein	Phosphate transport system	Transporters			4.0	2.0	4.0	4.0	4.0	2.0
K02037	pstC; phosphate transport system permease protein	Phosphate transport system	Transporters			3.0	2.0	3.0	3.0	3.0	1.0
K02038	pstA; phosphate transport system permease protein	Phosphate transport system	Transporters			3.0	2.0	3.0	3.0	3.0	1.0
K02036	pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1]	Phosphate transport system	Transporters			5.0	3.0	5.0	5.0	5.0	2.0
K02044	phnD; phosphonate transport system substrate-binding protein	Phosphonate transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K02042	phnE; phosphonate transport system permease protein	Phosphonate transport system	Transporters			4.0	1.0	3.0	4.0	4.0	3.0
K02041	phnC; phosphonate transport system ATP-binding protein [EC:7.3.2.2]	Phosphonate transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K10037	glnP; glutamine transport system permease protein	Glutamine transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K10039	peb1A, glnH; aspartate/glutamate/glutamine transport system substrate-binding protein	Aspartate/glutamate/glutamine transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K10040	peb1B, glnP, glnM; aspartate/glutamate/glutamine transport system permease protein	Aspartate/glutamate/glutamine transport system	Transporters			4.0	2.0	4.0	4.0	4.0	2.0
K10041	peb1C, glnQ; aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]	Aspartate/glutamate/glutamine transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K02424	fliY, tcyA; L-cystine transport system substrate-binding protein	L-Cystine transport system	Transporters			5.0	2.0	5.0	5.0	5.0	3.0
K10009	tcyB, yecS; L-cystine transport system permease protein	L-Cystine transport system	Transporters			2.0	1.0	2.0	2.0	2.0	1.0
K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein	Putative polar amino acid transport system	Transporters			1.0	0.0	1.0	1.0	1.0	1.0
K02029	ABC.PA.P; polar amino acid transport system permease protein	Putative polar amino acid transport system	Transporters			7.0	3.0	7.0	7.0	7.0	4.0
K02028	ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	Putative polar amino acid transport system	Transporters			7.0	3.0	7.0	7.0	7.0	4.0
