Gene Family	AA_combined_Abundance-RPKs	B1_combined_Abundance-RPKs	C1_combined_Abundance-RPKs	D1_combined_Abundance-RPKs	E1_combined_Abundance-RPKs	F1_combined_Abundance-RPKs	log2FC_E1_vs_AA	log2FC_F1_vs_B1	log2FC_D1_vs_AA	log2FC_C1_vs_D1
K12734	0.0	0.0912184	0.0	0.0	0.0	0.0	0.0	-16.47705306038016	0.0	0.0
K12734|unclassified	0.0	0.0912184	0.0	0.0	0.0	0.0	0.0	-16.47705306038016	0.0	0.0
K12760	2.89958	1.18614	5.68786	8.95495	8.56623	9.87814	1.5628161413546602	3.0579640444106255	1.6268410974248393	-0.6547993292526205
K12760|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.89958	1.18614	5.68786	8.95495	8.56623	9.87814	1.5628161413546602	3.0579640444106255	1.6268410974248393	-0.6547993292526205
K12761	3.27854	0.997938	6.13241	9.26106	9.69514	10.8596	1.5642079434410046	3.4438756547407086	1.498123549643296	-0.5947230953047219
K12761|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.27854	0.997938	6.13241	9.26106	9.69514	10.8596	1.5642079434410046	3.4438756547407086	1.498123549643296	-0.5947230953047219
K12762	2.67021	1.03531	5.85521	7.65997	8.10487	9.26806	1.6018354753400061	3.162203331609147	1.520385182099764	-0.38761776921957625
K12762|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.67021	1.03531	5.85521	7.65997	8.10487	9.26806	1.6018354753400061	3.162203331609147	1.520385182099764	-0.38761776921957625
K12763	1.69621	0.710568	3.43431	4.83839	4.39193	5.87105	1.3725397439026137	3.0465721342994145	1.5122117161130888	-0.49450667007254323
K12763|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.69621	0.710568	3.43431	4.83839	4.39193	5.87105	1.3725397439026137	3.0465721342994145	1.5122117161130888	-0.49450667007254323
K12764	2.17553	0.177437	4.46421	6.44929	6.69347	7.46859	1.6213869615544487	5.395449180129946	1.567772992645528	-0.5307353497433417
K12764|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.17553	0.0	4.46421	6.44929	6.69347	7.46859	1.6213869615544487	22.832404663871856	1.567772992645528	-0.5307353497433417
K12764|unclassified	0.0	0.177437	0.0	0.0	0.0	0.0	0.0	-17.436955483741908	0.0	0.0
K12765	2.81188	1.1143	5.86358	9.06245	7.7926	9.6667	1.4705694085259178	3.116884625853992	1.6883657492564503	-0.6281192744946249
K12765|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.81188	1.1143	5.86358	9.06245	7.7926	9.6667	1.4705694085259178	3.116884625853992	1.6883657492564503	-0.6281192744946249
K12766	2.44728	0.994903	5.99146	8.73003	9.1536	10.356	1.9031596440373864	3.3797658751919233	1.8348070137610537	-0.5430789339962595
K12766|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.44728	0.994903	5.99146	8.73003	9.1536	10.356	1.9031596440373864	3.3797658751919233	1.8348070137610537	-0.5430789339962595
K12767	5.35466	1.88921	8.8174	14.8073	14.0168	15.9738	1.3882899793123515	3.0798519000768962	1.4674415505054788	-0.7478833198622171
K12767|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.06495	1.02326	4.93205	8.11342	7.9621	9.09316	1.3772851628285814	3.151607721113808	1.4044463413879313	-0.7181226327839655
K12767|unclassified	2.28971	0.86595	3.88535	6.6939	6.05469	6.88067	1.4028878166737297	2.9901919655673868	1.5476816968666876	-0.7848022777036273
K12768	3.06414	1.0257	5.87324	8.77369	7.92962	10.2147	1.3717692272076978	3.3159648345238395	1.5177012110027062	-0.579027059111046
K12768|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.06414	1.0257	5.87324	8.77369	7.92962	10.2147	1.3717692272076978	3.3159648345238395	1.5177012110027062	-0.579027059111046
K12769	2.08756	0.785529	4.11402	5.82671	5.91086	7.2298	1.5015499397581342	3.2022176582693826	1.480863401224492	-0.5021325978790457
K12769|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.08756	0.785529	4.11402	5.82671	5.91086	7.2298	1.5015499397581342	3.2022176582693826	1.480863401224492	-0.5021325978790457
K12770	2.04513	0.5743	4.62721	6.22192	6.43145	6.97574	1.6529510034330492	3.6024674968307093	1.6051668196806341	-0.42721718998637737
K12770|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.04513	0.5743	4.62721	6.22192	6.43145	6.97574	1.6529510034330492	3.6024674968307093	1.6051668196806341	-0.42721718998637737
K12771	4.23165	1.0721	8.19617	12.0813	12.5508	14.2978	1.5684868877736922	3.7372805476842657	1.5134832695978238	-0.5597538333411729
K12771|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.86058	1.0721	5.66653	8.86539	9.0881	10.2833	1.6676706720298478	3.261790722393379	1.6318760650823911	-0.6457184609795127
K12771|unclassified	1.37106	0.0	2.52964	3.2159	3.46269	4.0145	1.336600891945306	21.93678924210651	1.229930234890332	-0.3462903385526867
K12772	3.15764	1.42828	6.24252	8.59119	8.76782	9.34286	1.4733711882068814	2.7095845610510683	1.4440109896165974	-0.4607293771530407
K12772|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.15764	1.42828	6.24252	8.59119	8.76782	9.34286	1.4733711882068814	2.7095845610510683	1.4440109896165974	-0.4607293771530407
K12773	2.24379	0.717092	4.11346	6.6341	6.05209	7.09465	1.4314953792282907	3.306499577277898	1.5639626753812548	-0.6895482111299475
K12773|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.24379	0.717092	4.11346	6.6341	6.05209	7.09465	1.4314953792282907	3.306499577277898	1.5639626753812548	-0.6895482111299475
K12774	3.50807	0.588839	6.10219	8.74622	9.35144	10.3972	1.414510745788362	4.142175709467151	1.31798185613327	-0.5193324656642486
K12774|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.50807	0.588839	6.10219	8.74622	9.35144	10.3972	1.414510745788362	4.142175709467151	1.31798185613327	-0.5193324656642486
K12775	5.39377	1.07343	8.81155	13.195	14.252	16.0036	1.4017983134362497	3.8980952020852953	1.2906252836255245	-0.5825235717167949
K12775|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.38044	0.571396	6.11477	9.22706	10.4492	11.0094	1.2542446053141703	4.26809870486691	1.0747950741920405	-0.5935727239534969
K12775|unclassified	1.01333	0.50203	2.69678	3.96791	3.80279	4.99427	1.9079531502077416	3.314425749891279	1.969274165577825	-0.5571412984726573
K12776	2.50589	0.741073	5.24834	7.05423	6.94606	8.09075	1.4708714180661562	3.4485841075065924	1.4931651570761348	-0.42662736036977217
K12776|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.50589	0.741073	5.24834	7.05423	6.94606	8.09075	1.4708714180661562	3.4485841075065924	1.4931651570761348	-0.42662736036977217
K12777	2.13281	0.723074	4.82348	6.72467	5.99608	7.57266	1.4912637462532723	3.3885831443499397	1.6567075602356816	-0.4793890029493656
K12777|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.13281	0.723074	4.82348	6.72467	5.99608	7.57266	1.4912637462532723	3.3885831443499397	1.6567075602356816	-0.4793890029493656
K12778	2.17011	0.560646	4.62174	6.5824	6.31332	7.5157	1.540630268985413	3.7447430744589325	1.6008450805245975	-0.510177503970942
K12778|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.17011	0.560646	4.62174	6.5824	6.31332	7.5157	1.540630268985413	3.7447430744589325	1.6008450805245975	-0.510177503970942
K12779	3.03155	0.571785	6.66782	9.44284	9.35313	10.8115	1.6253933008895791	4.240947724883225	1.6391648850235494	-0.5020056030403334
K12779|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.03155	0.571785	6.66782	9.44284	9.35313	10.8115	1.6253933008895791	4.240947724883225	1.6391648850235494	-0.5020056030403334
K12780	2.21112	0.966584	4.90122	7.86255	7.59497	9.35973	1.780266479618434	3.2754985556304947	1.8302194935297145	-0.6818562694884664
K12780|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.21112	0.966584	4.90122	7.86255	7.59497	9.35973	1.780266479618434	3.2754985556304947	1.8302194935297145	-0.6818562694884664
K12781	3.31853	0.745507	6.16934	7.79647	8.4069	10.364	1.3410293327626153	3.797213415545319	1.2322764980417344	-0.3377048582196982
K12781|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.31853	0.745507	6.16934	7.79647	8.4069	10.364	1.3410293327626153	3.797213415545319	1.2322764980417344	-0.3377048582196982
K12782	1.72685	0.766055	3.75626	6.39061	6.09989	7.04253	1.820639856726758	3.2005722445218923	1.8878102659995986	-0.7666565617315592
K12782|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.72685	0.766055	3.75626	6.39061	6.09989	7.04253	1.820639856726758	3.2005722445218923	1.8878102659995986	-0.7666565617315592
K12783	3.31458	0.752915	6.05494	8.45561	8.09093	10.2871	1.287479209824564	3.7722037466780494	1.3510824980045233	-0.4817961049158454
K12783|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.31458	0.752915	6.05494	8.45561	8.09093	10.2871	1.287479209824564	3.7722037466780494	1.3510824980045233	-0.4817961049158454
K12795	2.88082	0.74397	5.78451	9.59113	9.47635	10.1346	1.7178516150443812	3.767899094529421	1.735220928622242	-0.7295059452794489
K12795|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.88082	0.74397	5.78451	9.59113	9.47635	10.1346	1.7178516150443812	3.767899094529421	1.735220928622242	-0.7295059452794489
K12811	3.26548	1.13964	5.6813	9.30577	8.93785	11.0746	1.4526324801952377	3.2806033861766504	1.510830171096787	-0.7119043449618828
K12811|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.26548	1.13964	5.6813	9.30577	8.93785	11.0746	1.4526324801952377	3.2806033861766504	1.510830171096787	-0.7119043449618828
K12812	3.39724	0.648477	5.78308	9.48648	8.23108	11.5305	1.2767183478397428	4.15225375816826	1.4815094537799762	-0.7140347111058021
K12812|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.39724	0.648477	5.78308	9.48648	8.23108	11.5305	1.2767183478397428	4.15225375816826	1.4815094537799762	-0.7140347111058021
K12814	2.82735	0.811373	5.90739	8.58431	8.85836	9.9913	1.6475887948898973	3.6222335702039774	1.6022513473683628	-0.5391812396591651
K12814|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.82735	0.811373	5.90739	8.58431	8.85836	9.9913	1.6475887948898973	3.6222335702039774	1.6022513473683628	-0.5391812396591651
K12815	2.76459	0.797757	5.68458	9.03293	8.95762	10.0877	1.696049565967173	3.6605024385559384	1.7081281278888343	-0.6681401738463537
K12815|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.76459	0.797757	5.68458	9.03293	8.95762	10.0877	1.696049565967173	3.6605024385559384	1.7081281278888343	-0.6681401738463537
K12816	3.20232	0.53583	5.21708	8.4229	7.90767	10.3524	1.304134918184957	4.272043546693881	1.3951992786831096	-0.691074376528525
K12816|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.20232	0.53583	5.21708	8.4229	7.90767	10.3524	1.304134918184957	4.272043546693881	1.3951992786831096	-0.691074376528525
K12817	2.69025	1.57281	5.40724	8.97997	9.52055	9.82208	1.8233042893541693	2.6426834032761413	1.738970003636948	-0.7318181273457327
K12817|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.69025	1.57281	5.40724	8.97997	9.52055	9.82208	1.8233042893541693	2.6426834032761413	1.738970003636948	-0.7318181273457327
K12818	2.776	0.698879	5.58266	8.35395	8.72905	9.87364	1.6528167286625481	3.8204655239742005	1.5894505937960544	-0.5815057284613002
K12818|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.776	0.698879	5.58266	8.35395	8.72905	9.87364	1.6528167286625481	3.8204655239742005	1.5894505937960544	-0.5815057284613002
K12819	2.12537	0.732301	3.58078	6.9911	5.88704	7.33263	1.4698279784157433	3.323820299338147	1.7178049808080027	-0.9652453912988552
K12819|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.12537	0.732301	3.58078	6.9911	5.88704	7.33263	1.4698279784157433	3.323820299338147	1.7178049808080027	-0.9652453912988552
K12820	3.0543	0.694372	6.44391	9.6873	9.77328	10.4506	1.678000726315297	3.9117312507985056	1.6652525231282218	-0.5881582008046782
K12820|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.0543	0.694372	6.44391	9.6873	9.77328	10.4506	1.678000726315297	3.9117312507985056	1.6652525231282218	-0.5881582008046782
K12821	2.67204	0.750089	5.7821	8.45675	8.44206	10.9174	1.6596531090449143	3.8634219298335584	1.6621613558363457	-0.5485096910425808
K12821|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.67204	0.750089	5.7821	8.45675	8.44206	10.9174	1.6596531090449143	3.8634219298335584	1.6621613558363457	-0.5485096910425808
K12823	1.75032	0.607225	4.36553	6.3972	5.93731	6.93289	1.7621901550584955	3.513151608404419	1.8698212841608477	-0.5512836671525719
K12823|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.75032	0.607225	4.36553	6.3972	5.93731	6.93289	1.7621901550584955	3.513151608404419	1.8698212841608477	-0.5512836671525719
K12826	1.48521	0.904769	4.22178	5.83783	6.83078	7.75646	2.2013826335875026	3.09977555266328	1.9747645412536001	-0.46758070421851505
K12826|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.48521	0.904769	4.22178	5.83783	6.83078	7.75646	2.2013826335875026	3.09977555266328	1.9747645412536001	-0.46758070421851505
K12827	3.05664	1.25375	5.90984	8.54562	8.00609	10.3814	1.3891508951744342	3.049678396036622	1.4832382158091633	-0.5320660183665488
K12827|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.05664	1.25375	5.90984	8.54562	8.00609	10.3814	1.3891508951744342	3.049678396036622	1.4832382158091633	-0.5320660183665488
K12828	2.7758	0.89491	5.6966	8.48619	8.36867	9.31748	1.5920943881568643	3.380123855218738	1.6122130066052105	-0.5750157891149177
K12828|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.7758	0.89491	5.6966	8.48619	8.36867	9.31748	1.5920943881568643	3.380123855218738	1.6122130066052105	-0.5750157891149177
K12829	2.99792	1.41797	6.19695	10.1416	9.55986	12.1859	1.673027275158552	3.103312992513247	1.7582511492422237	-0.7106549549134822
K12829|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.99792	1.41797	6.19695	10.1416	9.55986	12.1859	1.673027275158552	3.103312992513247	1.7582511492422237	-0.7106549549134822
K12830	2.86994	1.09092	5.82919	9.23673	8.91336	10.608	1.6349484592587604	3.281534280032401	1.6863612749083188	-0.6640866793689996
K12830|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.86994	1.09092	5.82919	9.23673	8.91336	10.608	1.6349484592587604	3.281534280032401	1.6863612749083188	-0.6640866793689996
K12831	4.7703	0.825221	6.25537	10.3317	8.58383	11.6503	0.8475413709885546	3.819441135699298	1.1149255910380567	-0.7239104406103449
K12831|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.7703	0.825221	6.25537	10.3317	8.58383	11.6503	0.8475413709885546	3.819441135699298	1.1149255910380567	-0.7239104406103449
K12832	2.7221	0.0	8.12617	12.4905	9.41834	13.9957	1.7907523605811406	23.73848041292273	2.1980388430364934	-0.6201837164906729
K12832|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.7221	0.0	8.12617	12.4905	9.41834	13.9957	1.7907523605811406	23.73848041292273	2.1980388430364934	-0.6201837164906729
K12834	2.9464	3.13843	8.60828	8.3703	11.5059	12.3334	1.9653482649257914	1.9744552893266931	1.506325711710525	0.04044566883042875
K12834|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.9464	3.13843	8.60828	8.3703	11.5059	12.3334	1.9653482649257914	1.9744552893266931	1.506325711710525	0.04044566883042875
K12837	1.78782	0.779647	3.47915	5.6529	5.64832	6.7526	1.659619782397854	3.1145484938136003	1.6607891326944877	-0.7002561358151018
K12837|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.78782	0.779647	3.47915	5.6529	5.64832	6.7526	1.659619782397854	3.1145484938136003	1.6607891326944877	-0.7002561358151018
K12843	3.07172	0.725913	6.26103	9.15217	8.17332	9.88295	1.4118752121121094	3.767071342247885	1.5750668237198724	-0.5477137634176147
K12843|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.07172	0.725913	6.26103	9.15217	8.17332	9.88295	1.4118752121121094	3.767071342247885	1.5750668237198724	-0.5477137634176147
K12844	1.81676	0.609033	3.50082	4.93385	5.12809	6.05654	1.4970532218973582	3.313899404142406	1.4413455060985558	-0.4950208501689661
K12844|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.81676	0.609033	3.50082	4.93385	5.12809	6.05654	1.4970532218973582	3.313899404142406	1.4413455060985558	-0.4950208501689661
K12845	2.33092	1.05216	3.73961	5.40562	5.77375	7.24015	1.3086087817340044	2.7826643059338103	1.213560255678288	-0.5315721582954567
K12845|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.33092	1.05216	3.73961	5.40562	5.77375	7.24015	1.3086087817340044	2.7826643059338103	1.213560255678288	-0.5315721582954567
K12847	0.669589	0.0	0.931495	1.47173	1.43714	1.73971	1.101851726439202	20.730416235458094	1.1361641154090414	-0.6598925235057237
K12847|g__Saccharomyces.s__Saccharomyces_cerevisiae	0.669589	0.0	0.931495	1.47173	1.43714	1.73971	1.101851726439202	20.730416235458094	1.1361641154090414	-0.6598925235057237
K12848	2.06637	1.46219	6.91694	8.82116	10.7053	11.9825	2.3731541537648897	3.03472537832154	2.093869247515929	-0.35083439846042164
K12848|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.06637	1.46219	6.91694	8.82116	10.7053	11.9825	2.3731541537648897	3.03472537832154	2.093869247515929	-0.35083439846042164
K12851	2.94888	1.19244	6.07861	8.16971	7.973	10.1361	1.4349552454114123	3.087513014274953	1.4701174399195172	-0.42654334792111154
K12851|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.94888	1.19244	6.07861	8.16971	7.973	10.1361	1.4349552454114123	3.087513014274953	1.4701174399195172	-0.42654334792111154
K12853	1.59408	0.62297	3.26421	4.45574	4.59802	5.29322	1.5282881163025637	3.0869089790850914	1.48294043639064	-0.44893105846019515
K12853|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.59408	0.62297	3.26421	4.45574	4.59802	5.29322	1.5282881163025637	3.0869089790850914	1.48294043639064	-0.44893105846019515
K12854	2.95385	0.820155	6.08452	8.62049	9.09791	10.015	1.6229382669718972	3.610120407417667	1.5451729890746209	-0.5026263515162347
K12854|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.95385	0.820155	6.08452	8.62049	9.09791	10.015	1.6229382669718972	3.610120407417667	1.5451729890746209	-0.5026263515162347
K12855	2.41439	1.32289	6.27812	9.54982	9.04863	10.3782	1.9060402050448366	2.9717902823464346	1.9838143586768227	-0.6051408571475074
K12855|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.41439	1.32289	6.27812	9.54982	9.04863	10.3782	1.9060402050448366	2.9717902823464346	1.9838143586768227	-0.6051408571475074
K12856	2.95387	0.943525	6.17362	8.708	8.56195	10.2962	1.5353327562115295	3.447906039092072	1.5597347503898926	-0.4962246549065831
K12856|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.95387	0.943525	6.17362	8.708	8.56195	10.2962	1.5353327562115295	3.447906039092072	1.5597347503898926	-0.4962246549065831
K12858	1.83416	0.754327	3.86559	5.91884	5.6897	7.06049	1.6332325571486501	3.2265046311302186	1.690194419480752	-0.6146257008082897
K12858|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.83416	0.754327	3.86559	5.91884	5.6897	7.06049	1.6332325571486501	3.2265046311302186	1.690194419480752	-0.6146257008082897
K12859	3.82697	0.320623	6.82402	8.05762	9.64697	9.79525	1.333873060903729	4.933128135348237	1.0741509795659245	-0.2397318618055884
K12859|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.80311	0.0	5.41649	5.81589	7.45257	6.85498	1.4107093401324389	22.708721236606024	1.0529713562944534	-0.10264170703627302
K12859|unclassified	1.02386	0.320623	1.40753	2.24173	2.1944	2.94027	1.099807317278188	3.1969948058556894	1.1305933026282595	-0.6714464729710413
K12860	1.91275	0.83922	4.12329	6.1635	5.99967	7.1067	1.6492343134551524	3.0820573177798476	1.6881009879784745	-0.5799537827175898
K12860|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.91275	0.83922	4.12329	6.1635	5.99967	7.1067	1.6492343134551524	3.0820573177798476	1.6881009879784745	-0.5799537827175898
K12862	2.73487	1.30696	5.67824	8.97631	9.33312	10.355	1.7708868149144121	2.9860396963269005	1.7146498767700256	-0.660678579241286
K12862|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.73487	1.30696	5.67824	8.97631	9.33312	10.355	1.7708868149144121	2.9860396963269005	1.7146498767700256	-0.660678579241286
K12863	3.1855	0.751408	4.32863	7.52487	7.24875	8.74333	1.1862121418459668	3.540512715683864	1.2401465594069416	-0.7977560284420533
K12863|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.1855	0.751408	4.32863	7.52487	7.24875	8.74333	1.1862121418459668	3.540512715683864	1.2401465594069416	-0.7977560284420533
K12867	2.73136	1.26511	6.07021	8.90316	9.54832	10.1727	1.8056270628387878	3.007366909872749	1.7046976393920414	-0.552570979691612
K12867|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.73136	1.26511	6.07021	8.90316	9.54832	10.1727	1.8056270628387878	3.007366909872749	1.7046976393920414	-0.552570979691612
K12868	2.46986	1.01912	6.30664	8.02739	7.47183	8.63265	1.5970319727056497	3.082478312010574	1.7005013190126814	-0.3480593590383542
K12868|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.46986	1.01912	6.30664	8.02739	7.47183	8.63265	1.5970319727056497	3.082478312010574	1.7005013190126814	-0.3480593590383542
K12869	2.18477	0.971544	5.20319	7.45321	6.98335	9.11156	1.6764374184252988	3.229345513695039	1.7703800334176731	-0.5184654357691337
K12869|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.18477	0.971544	5.20319	7.45321	6.98335	9.11156	1.6764374184252988	3.229345513695039	1.7703800334176731	-0.5184654357691337
K12870	2.46004	0.81813	4.75831	6.79618	7.17422	8.48601	1.5441398275415688	3.3746827760946005	1.466041915478593	-0.5142747073398811
K12870|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.46004	0.81813	4.75831	6.79618	7.17422	8.48601	1.5441398275415688	3.3746827760946005	1.466041915478593	-0.5142747073398811
K12872	2.18775	0.803247	3.87205	7.31871	6.37391	8.13442	1.5427303282614746	3.3401222712931986	1.7421410313911254	-0.9184916228633798
K12872|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.18775	0.803247	3.87205	7.31871	6.37391	8.13442	1.5427303282614746	3.3401222712931986	1.7421410313911254	-0.9184916228633798
K12873	3.75348	1.00144	6.77083	10.5507	10.1072	12.2818	1.429082439930773	3.6163728003946813	1.4910377710856166	-0.6399340412054635
K12873|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.75348	1.00144	6.77083	10.5507	10.1072	12.2818	1.429082439930773	3.6163728003946813	1.4910377710856166	-0.6399340412054635
K12879	2.85095	0.884614	5.43188	7.97932	8.18842	9.67423	1.5221420355506876	3.4510253760181264	1.4848227420617126	-0.5548141117903052
K12879|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.85095	0.884614	5.43188	7.97932	8.18842	9.67423	1.5221420355506876	3.4510253760181264	1.4848227420617126	-0.5548141117903052
K12880	3.02738	0.983907	5.6426	9.06172	9.78917	12.19	1.6931164380581376	3.6310310109467845	1.5817148208920968	-0.6834247353734251
K12880|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.02738	0.983907	5.6426	9.06172	9.78917	12.19	1.6931164380581376	3.6310310109467845	1.5817148208920968	-0.6834247353734251
K12881	3.98273	2.18343	8.88581	12.5723	12.8731	15.2012	1.6925296799037322	2.799516465634584	1.6584187717927954	-0.5006733571172358
K12881|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.92468	1.53745	6.97059	9.61309	9.62349	11.4459	1.7182810623170597	2.8962186973710233	1.7167211147248025	-0.4637194109099692
K12881|unclassified	1.05806	0.645975	1.91522	2.95923	3.2496	3.75524	1.6188397836934978	2.5393530280524574	1.4837995138723106	-0.6277114425543584
K12882	2.59363	0.601633	5.78771	8.14313	7.90448	15.0319	1.6076975001623661	4.642997560093522	1.6506103717281253	-0.4925907263817795
K12882|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.59363	0.601633	5.78771	8.14313	7.90448	10.2363	1.6076975001623661	4.088664565554127	1.6506103717281253	-0.4925907263817795
K12882|unclassified	0.0	0.0	0.0	0.0	0.0	4.7956	0.0	22.193280199038064	0.0	0.0
K12883	2.94676	1.87246	5.01611	9.93622	7.92504	10.8635	1.4272883450361238	2.5364815426389704	1.7535672081494018	-0.9861279886766023
K12883|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.94676	1.87246	5.01611	9.93622	7.92504	10.8635	1.4272883450361238	2.5364815426389704	1.7535672081494018	-0.9861279886766023
K12941	0.0	0.25152	0.0	0.0	0.0	0.0	0.0	-17.94031933304042	0.0	0.0
K12941|g__Pantoea.s__Pantoea_agglomerans	0.0	0.2358	0.0	0.0	0.0	0.0	0.0	-17.847210311041092	0.0	0.0
K12941|g__Pantoea.s__Pantoea_vagans	0.0	0.01572	0.0	0.0	0.0	0.0	0.0	-13.940405368720752	0.0	0.0
K12946	3.2365	0.897428	7.19167	11.7486	10.8504	11.4881	1.7452415068218259	3.67819872306833	1.8599821190228407	-0.7080900457890938
K12946|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.2365	0.897428	7.19167	11.7486	10.8504	11.4881	1.7452415068218259	3.67819872306833	1.8599821190228407	-0.7080900457890938
K12947	3.6303	0.89126	7.21494	9.03783	8.466	8.26277	1.221591487373529	3.2127058018825325	1.3158874083581982	-0.3249889828894503
K12947|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.6303	0.89126	7.21494	9.03783	8.466	8.26277	1.221591487373529	3.2127058018825325	1.3158874083581982	-0.3249889828894503
K12948	1.70366	0.601232	3.71056	4.89258	5.5479	5.73874	1.7033037516190659	3.2547381623365803	1.5219574438701253	-0.39895841133598064
K12948|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.70366	0.601232	3.71056	4.89258	5.5479	5.73874	1.7033037516190659	3.2547381623365803	1.5219574438701253	-0.39895841133598064
K12961	0.257824	0.185346	0.0	0.0	0.0	0.0	-17.97603263583742	-17.499869238527523	-17.97603263583742	0.0
K12961|g__Pantoea.s__Pantoea_agglomerans	0.171883	0.0	0.0	0.0	0.0	0.0	-17.391075730742145	0.0	-17.391075730742145	0.0
K12961|g__Pantoea.s__Pantoea_vagans	0.0859415	0.185346	0.0	0.0	0.0	0.0	-16.391084124140278	-17.499869238527523	-16.391084124140278	0.0
K12963	0.231818	0.0	0.0	0.0	0.0	0.0	-17.822639289626874	0.0	-17.822639289626874	0.0
K12963|g__Pantoea.s__Pantoea_agglomerans	0.115909	0.0	0.0	0.0	0.0	0.0	-16.82264551298186	0.0	-16.82264551298186	0.0
K12963|g__Pantoea.s__Pantoea_vagans	0.115909	0.0	0.0	0.0	0.0	0.0	-16.82264551298186	0.0	-16.82264551298186	0.0
K12973	0.0	0.246865	0.0	0.0	0.0	0.0	0.0	-17.913368627203084	0.0	0.0
K12973|g__Pantoea.s__Pantoea_agglomerans	0.0	0.049373	0.0	0.0	0.0	0.0	0.0	-15.59146390829059	0.0	0.0
K12973|g__Pantoea.s__Pantoea_vagans	0.0	0.197492	0.0	0.0	0.0	0.0	0.0	-17.591441993325247	0.0	0.0
K12996	0.0	8.74228	0.0	0.0	0.0	0.190245	0.0	-5.522071724990935	0.0	0.0
